id,home,away,part_of_competition,Time,Event,Outcome,Team,Club,Player,Goalkeeper,attendance,time (utc),date,year
314277.0,Vancouver Whitecaps,LA Galaxy, Regular Season 2011,74',Landon Donovan Penalty - Scored,Goal,Away,LA Galaxy,Landon Donovan,Joe Cannon,27000,23:30,"Saturday, July 30",2011.0
314278.0,Houston Dynamo,Seattle Sounders FC, Regular Season 2011,37',Álvaro Fernández Penalty - Scored,Goal,Away,Seattle Sounders FC,Alvaro Fernandez,Tally Hall,22039,00:30,"Saturday, July 30",2011.0
314191.0,Portland Timbers,DC United, Regular Season 2011,75',Chris Pontius Penalty - Scored,Goal,Away,DC United,Chris Pontius,Troy Perkins,18627,21:00,"Sunday, May 29",2011.0
314281.0,Portland Timbers,Toronto FC, Regular Season 2011,57',Jack Jewsbury Penalty - Scored,Goal,Home,Portland Timbers,Jack Jewsbury,Stefan Frei,18627,03:00,"Saturday, July 30",2011.0
314219.0,Real Salt Lake,DC United, Regular Season 2011,37',Fabian Espindola Penalty - Scored,Goal,Home,Real Salt Lake,Fabian Espindola,Bill Hamid,18317,01:00,"Saturday, June 18",2011.0
314271.0,Colorado Rapids,New England Revolution, Regular Season 2011,65',Caleb Folan Penalty - Scored,Goal,Home,Colorado Rapids,Caleb Folan,Matt Reis,14233,01:00,"Saturday, July 23",2011.0
336395.0,Columbus Crew SC,Toronto FC, Regular Season 2012,62',Penalty conceded by Terry Dunfield (Toronto FC) after a foul in the penalty area.,Goal,Home,Columbus Crew SC,Terry Dunfield,Freddy Hall,15672,20:00,"Sunday, October 28",2012.0
357747.0,LA Galaxy,Houston Dynamo, Final,65',Attempt blocked. Mike Magee (LA Galaxy) left footed shot from the centre of the box is blocked. Assisted by Tommy Meyer with a headed pass.,Goal,Home,LA Galaxy,Mike Magee,Tally Hall,30510,21:55,"Saturday, December 1",2012.0
357572.0,Seattle Sounders FC,LA Galaxy, Finals - Western Conf,68',Penalty conceded by Adam Johansson (Seattle Sounders FC) with a hand ball in the penalty area.,Goal,Away,LA Galaxy,Adam Johansson,Michael Gspurning,44575,02:00,"Sunday, November 18",2012.0
357119.0,LA Galaxy,Vancouver Whitecaps, Knockout - Western Conf,73',Lee Young-Pyo (Vancouver Whitecaps) is shown the yellow card.,Goal,Home,LA Galaxy,Lee Young-Pyo,Brad Knighton,14703,02:30,"Thursday, November 1",2012.0
340040.0,Montreal Impact,Houston Dynamo, Regular Season 2012,67',Penalty conceded by Bobby Boswell (Houston Dynamo) after a foul in the penalty area.,Goal,Home,Montreal Impact,Bobby Boswell,Tally Hall,12357,23:30,"Saturday, June 23",2012.0
336392.0,Portland Timbers,San Jose Earthquakes, Regular Season 2012,24',"Goal!  Portland Timbers 0, San Jose Earthquakes 1. Chris Wondolowski (San Jose Earthquakes) converts the penalty with a right footed shot to the bottom left corner.",Goal,Away,San Jose Earthquakes,Chris Wondolowski,Donovan Ricketts,20438,22:30,"Saturday, October 27",2012.0
340041.0,San Jose Earthquakes,Houston Dynamo, Regular Season 2012,14',"Goal!  San Jose Earthquakes 0, Houston Dynamo 1. Brad Davis (Houston Dynamo) converts the penalty with a left footed shot to the bottom right corner.",Goal,Away,Houston Dynamo,Brad Davis,Jon Busch,21816,21:00,"Saturday, March 17",2012.0
336184.0,Chicago Fire FC,FC Dallas, Regular Season 2012,52',"Penalty saved! Blas Perez (FC Dallas) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",Goalkeeper save,Away,FC Dallas,Blas Perez,Sean Johnson,11947,00:30,"Wednesday, May 23",2012.0
336103.0,Toronto FC,Columbus Crew SC, Regular Season 2012,42',"Penalty saved! Milovan Mirosevic (Columbus Crew) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",Goalkeeper save,Away,Columbus Crew SC,Milovan Mirosevic,Milos Kocic,18944,18:00,"Saturday, March 31",2012.0
336133.0,Colorado Rapids,LA Galaxy, Regular Season 2012,90'+3',"Penalty saved! Omar Cummings (Colorado Rapids) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",Goalkeeper save,Home,Colorado Rapids,Omar Cummings,Josh Saunders,19152,01:00,"Saturday, April 21",2012.0
336146.0,Real Salt Lake,Toronto FC, Regular Season 2012,18',"Penalty missed! Still  Real Salt Lake 1, Toronto FC 0. Torsten Frings (Toronto FC) hits the left post with a right footed shot.",Missed,Home,Real Salt Lake,Torsten Frings,Milos Kocic,17629,01:00,"Saturday, April 28",2012.0
336148.0,LA Galaxy,FC Dallas, Regular Season 2012,50',"Penalty missed! Bad penalty by Robbie Keane (Los Angeles Galaxy) right footed shot is close, but misses to the right. Robbie Keane should be disappointed.",Missed,Home,LA Galaxy,Robbie Keane,Chris Seitz,23249,02:30,"Saturday, April 28",2012.0
336184.0,Chicago Fire FC,FC Dallas, Regular Season 2012,63',"Penalty saved! Sebastián Grazzini (Chicago Fire) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom left corner.",Goalkeeper save,Home,Chicago Fire FC,Sebastian Grazzini,Kevin Hartman,11947,00:30,"Wednesday, May 23",2012.0
336260.0,Toronto FC,Colorado Rapids, Regular Season 2012,3',"Penalty missed! Still  Toronto FC 0, Colorado Rapids 0. Ryan Johnson (Toronto FC) hits the right post with a left footed shot.",Missed,Away,Colorado Rapids,Ryan Johnson,Milos Kocic,18225,23:00,"Wednesday, July 18",2012.0
336264.0,San Jose Earthquakes,FC Dallas, Regular Season 2012,55',"Penalty saved! Chris Wondolowski (San Jose Earthquakes) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",Goalkeeper save,Home,San Jose Earthquakes,Chris Wondolowski,Kevin Hartman,9481,03:00,"Wednesday, July 18",2012.0
336264.0,San Jose Earthquakes,FC Dallas, Regular Season 2012,90'+4',Penalty missed! Bad penalty by Jair Benitez (FC Dallas) left footed shot is just a bit too high. Jair Benitez should be disappointed.,Missed,Away,FC Dallas,Jair,Jon Busch,9481,03:00,"Wednesday, July 18",2012.0
336310.0,DC United,Philadelphia Union, Regular Season 2012,90'+1',"Penalty missed! Still  D.C. United 1, Philadelphia Union 1. Dwayne De Rosario (D.C. United) hits the bar with a right footed shot.",Missed,Away,Philadelphia Union,Dwayne De Rosario,Bill Hamid,12312,21:00,"Sunday, August 19",2012.0
336334.0,Houston Dynamo,Real Salt Lake, Regular Season 2012,76',"Penalty saved! Brad Davis (Houston Dynamo) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom right corner.",Goalkeeper save,Home,Houston Dynamo,Brad Davis,Nick Rimando,18452,00:30,"Thursday, September 6",2012.0
336342.0,FC Dallas,Vancouver Whitecaps, Regular Season 2012,16',"Penalty saved! David Ferreira (FC Dallas) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",Goalkeeper save,Home,FC Dallas,David Ferreira,Brad Knighton,17685,00:30,"Saturday, September 15",2012.0
336388.0,Sporting Kansas City,Philadelphia Union, Regular Season 2012,53',"Penalty saved! Michael Farfan (Philadelphia Union) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",Goalkeeper save,Away,Philadelphia Union,Michael Farfan,Jimmy Nielsen,19428,00:30,"Wednesday, October 24",2012.0
357242.0,DC United,New York Red Bulls, Semi-finals - Eastern Conf,33',"Penalty saved! Chris Pontius (D.C. United) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",Goalkeeper save,Home,DC United,Chris Pontius,Luis Robles,17556,00:00,"Saturday, November 3",2012.0
357241.0,New York Red Bulls,DC United, Semi-finals - Eastern Conf,75',"Penalty saved! Kenny Cooper (New York Red Bulls) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.",Goalkeeper save,Home,New York Red Bulls,Kenny Cooper,Bill Hamid,14035,00:30,"Thursday, November 8",2012.0
336101.0,Sporting Kansas City,FC Dallas, Regular Season 2012,51',"Penalty saved! Kei Kamara (Sporting Kansas City) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",Goalkeeper save,Home,Sporting Kansas City,Kei Kamara,Kevin Hartman,15161,23:00,"Sunday, March 25",2012.0
336389.0,Philadelphia Union,New York Red Bulls, Regular Season 2012,13',"Goal!  Philadelphia Union 0, New York Red Bulls 1. Kenny Cooper (New York Red Bulls) converts the penalty with a right footed shot to the bottom left corner.",Goal,Away,New York Red Bulls,Kenny Cooper,Zac MacMath,18533,17:30,"Saturday, October 27",2012.0
336125.0,FC Dallas,Montreal Impact, Regular Season 2012,61',Penalty conceded by Zach Loyd (FC Dallas) after a foul in the penalty area.,Goal,Away,Montreal Impact,Zach Loyd,Kevin Hartman,16164,00:30,"Saturday, April 14",2012.0
336384.0,Houston Dynamo,Philadelphia Union, Regular Season 2012,75',Penalty conceded by Carlos Valdes (Philadelphia Union) after a foul in the penalty area.,Goal,Home,Houston Dynamo,Carlos Valdes,Zac MacMath,22039,23:30,"Saturday, October 20",2012.0
336220.0,LA Galaxy,Vancouver Whitecaps, Regular Season 2012,41',"Goal!  LA Galaxy 3, Vancouver Whitecaps 0. Landon Donovan (LA Galaxy) converts the penalty with a right footed shot to the centre of the goal.",Goal,Home,LA Galaxy,Landon Donovan,Joe Cannon,21529,02:30,"Saturday, June 23",2012.0
336234.0,Montreal Impact,Sporting Kansas City, Regular Season 2012,57',Penalty conceded by Patrice Bernier (Montreal Impact) with a hand ball in the penalty area.,Goal,Away,Sporting Kansas City,Patrice Bernier,Donovan Ricketts,12085,23:00,"Wednesday, July 4",2012.0
336234.0,Montreal Impact,Sporting Kansas City, Regular Season 2012,75',Penalty conceded by Davy Arnaud (Montreal Impact) after a foul in the penalty area.,Goal,Away,Sporting Kansas City,Davy Arnaud,Donovan Ricketts,12085,23:00,"Wednesday, July 4",2012.0
336240.0,Real Salt Lake,Portland Timbers, Regular Season 2012,75',Attempt blocked. Alvaro Saborio (Real Salt Lake) header from the centre of the box is blocked. Assisted by Javier Morales with a cross.,Goal,Home,Real Salt Lake,Javier Morales,Troy Perkins,16444,01:00,"Saturday, July 7",2012.0
336244.0,Chicago Fire FC,LA Galaxy, Regular Season 2012,24',"Goal!  Chicago Fire 0, LA Galaxy 1. Robbie Keane (LA Galaxy) converts the penalty with a right footed shot to the bottom right corner.",Goal,Away,LA Galaxy,Robbie Keane,Sean Johnson,20563,19:00,"Sunday, July 8",2012.0
336247.0,Montreal Impact,Columbus Crew SC, Regular Season 2012,89',Penalty conceded by Chris Birchall (Columbus Crew) after a foul in the penalty area.,Goal,Home,Montreal Impact,Chris Birchall,Andy Gruenebaum,15118,23:30,"Sunday, July 8",2012.0
336387.0,Seattle Sounders FC,FC Dallas, Regular Season 2012,32',"Goal!  Seattle Sounders FC 1, FC Dallas 0. Brad Evans (Seattle Sounders FC) converts the penalty with a right footed shot to the bottom right corner.",Goal,Home,Seattle Sounders FC,Brad Evans,Kevin Hartman,38755,01:00,"Sunday, October 21",2012.0
336257.0,Houston Dynamo,DC United, Regular Season 2012,19',"Goal!  Houston Dynamo 1, D.C. United 0. Brad Davis (Houston Dynamo) converts the penalty with a left footed shot to the bottom right corner.",Goal,Home,Houston Dynamo,Brad Davis,Bill Hamid,18871,01:00,"Sunday, July 15",2012.0
336257.0,Houston Dynamo,DC United, Regular Season 2012,89',"Goal!  Houston Dynamo 4, D.C. United 0. Brian Ching (Houston Dynamo) converts the penalty with a right footed shot to the centre of the goal.",Goal,Home,Houston Dynamo,Brian Ching,Bill Hamid,18871,01:00,"Sunday, July 15",2012.0
336261.0,Montreal Impact,New England Revolution, Regular Season 2012,28',"Goal!  Montreal Impact 1, New England Revolution 0. Patrice Bernier (Montreal Impact) converts the penalty with a right footed shot to the bottom right corner.",Goal,Home,Montreal Impact,Patrice Bernier,Matt Reis,15615,00:00,"Wednesday, July 18",2012.0
336262.0,Houston Dynamo,Sporting Kansas City, Regular Season 2012,42',Bobby Boswell (Houston Dynamo) wins a free kick on the left wing.,Goal,Away,Sporting Kansas City,Bobby Boswell,Tally Hall,19761,00:30,"Wednesday, July 18",2012.0
336274.0,Vancouver Whitecaps,San Jose Earthquakes, Regular Season 2012,62',Penalty conceded by Sam Cronin (San Jose Earthquakes) after a foul in the penalty area.,Goal,Home,Vancouver Whitecaps,Sam Cronin,Jon Busch,20112,23:00,"Sunday, July 22",2012.0
336275.0,Real Salt Lake,Vancouver Whitecaps, Regular Season 2012,34',"Goal!  Real Salt Lake 1, Vancouver Whitecaps 0. Alvaro Saborio (Real Salt Lake) converts the penalty with a right footed shot to the bottom left corner.",Goal,Home,Real Salt Lake,Alvaro Saborio,Joe Cannon,18702,01:00,"Friday, July 27",2012.0
336283.0,Philadelphia Union,New England Revolution, Regular Season 2012,59',Penalty conceded by Kevin Alston (New England Revolution) after a foul in the penalty area.,Goal,Home,Philadelphia Union,Kevin Alston,Matt Reis,18598,23:00,"Sunday, July 29",2012.0
336306.0,Montreal Impact,San Jose Earthquakes, Regular Season 2012,23',"Goal!  Montreal Impact 0, San Jose Earthquakes 1. Chris Wondolowski (San Jose Earthquakes) converts the penalty with a right footed shot to the bottom left corner.",Goal,Away,San Jose Earthquakes,Chris Wondolowski,Troy Perkins,19431,23:30,"Saturday, August 18",2012.0
336306.0,Montreal Impact,San Jose Earthquakes, Regular Season 2012,72',Collen Warner (Montreal Impact) wins a free kick on the right wing.,Goal,Home,Montreal Impact,Collen Warner,Jon Busch,19431,23:30,"Saturday, August 18",2012.0
336307.0,Chicago Fire FC,New England Revolution, Regular Season 2012,5',"Goal!  Chicago Fire 1, New England Revolution 0. Chris Rolfe (Chicago Fire) converts the penalty with a right footed shot to the bottom left corner.",Goal,Home,Chicago Fire FC,Chris Rolfe,Matt Reis,17495,00:30,"Saturday, August 18",2012.0
336215.0,Philadelphia Union,Sporting Kansas City, Regular Season 2012,81',"Goal!  Philadelphia Union 3, Sporting Kansas City 0. Lionard Pajoy (Philadelphia Union) converts the penalty with a right footed shot to the bottom right corner.",Goal,Home,Philadelphia Union,Lionard Pajoy,Jimmy Nielsen,18207,23:00,"Saturday, June 23",2012.0
336315.0,Montreal Impact,DC United, Regular Season 2012,50',"Goal!  Montreal Impact 2, D.C. United 0. Patrice Bernier (Montreal Impact) converts the penalty with a right footed shot to the bottom left corner.",Goal,Home,Montreal Impact,Patrice Bernier,Bill Hamid,20011,20:00,"Saturday, August 25",2012.0
336210.0,Colorado Rapids,San Jose Earthquakes, Regular Season 2012,90'+2',Drew Moor (Colorado Rapids) is shown the yellow card.,Goal,Away,San Jose Earthquakes,Drew Moor,Matt Pickens,13080,01:30,"Wednesday, June 20",2012.0
336186.0,LA Galaxy,San Jose Earthquakes, Regular Season 2012,82',David Beckham (Los Angeles Galaxy) is shown the yellow card for hand ball.,Goal,Away,San Jose Earthquakes,David Beckham,Brian Perk,16512,02:30,"Wednesday, May 23",2012.0
336093.0,Seattle Sounders FC,Houston Dynamo, Regular Season 2012,27',Attempt missed. Fredy Montero (Seattle Sounders FC) right footed shot from more than 35 yards is high and wide to the right. Assisted by Osvaldo Alonso.,Goal,Home,Seattle Sounders FC,Fred,Tally Hall,38304,02:00,"Friday, March 23",2012.0
336096.0,Columbus Crew SC,Montreal Impact, Regular Season 2012,30',Sanna Nyassi (Montreal Impact) is shown the yellow card.,Goal,Home,Columbus Crew SC,Sanna Nyassi,Donovan Ricketts,18197,20:00,"Saturday, March 24",2012.0
336104.0,New York Red Bulls,Montreal Impact, Regular Season 2012,45'+3',"Goal!  New York Red Bulls 2, Montreal Impact 2. Kenny Cooper (New York Red Bulls) converts the penalty with a right footed shot to the centre of the goal.",Goal,Home,New York Red Bulls,Kenny Cooper,Donovan Ricketts,13415,20:00,"Saturday, March 31",2012.0
336106.0,Portland Timbers,Real Salt Lake, Regular Season 2012,39',Eric Brunner (Portland Timbers) is shown the yellow card.,Goal,Away,Real Salt Lake,Eric Brunner,Troy Perkins,20438,02:00,"Saturday, March 31",2012.0
336107.0,Seattle Sounders FC,San Jose Earthquakes, Regular Season 2012,24',"Goal!  Seattle Sounders FC 0, San Jose Earthquakes 1. Chris Wondolowski (San Jose Earthquakes) converts the penalty with a right footed shot to the bottom right corner.",Goal,Away,San Jose Earthquakes,Chris Wondolowski,Michael Gspurning,38301,02:00,"Saturday, March 31",2012.0
336111.0,Real Salt Lake,Montreal Impact, Regular Season 2012,13',"Goal!  Real Salt Lake 1, Montreal Impact 0. Paulo Jr. (Real Salt Lake) converts the penalty with a right footed shot to the bottom right corner.",Goal,Home,Real Salt Lake,Paulo Jr.,Donovan Ricketts,20191,01:00,"Wednesday, April 4",2012.0
336120.0,Philadelphia Union,Columbus Crew SC, Regular Season 2012,38',"Goal!  Philadelphia Union 1, Columbus Crew 0. Gabriel Gómez (Philadelphia Union) converts the penalty with a right footed shot to the high centre of the goal.",Goal,Home,Philadelphia Union,Gabriel Gomez,Andy Gruenebaum,18526,19:30,"Saturday, April 14",2012.0
336139.0,FC Dallas,Real Salt Lake, Regular Season 2012,45'+1',"Goal!  FC Dallas 1, Real Salt Lake 0. Brek Shea (FC Dallas) converts the penalty with a left footed shot to the bottom right corner.",Goal,Home,FC Dallas,Brek Shea,Nick Rimando,10069,00:30,"Wednesday, April 25",2012.0
336140.0,Montreal Impact,Portland Timbers, Regular Season 2012,76',Penalty conceded by Steven Smith (Portland Timbers) with a hand ball in the penalty area.,Goal,Home,Montreal Impact,Steven Smith,Troy Perkins,19223,18:00,"Saturday, April 28",2012.0
336147.0,Colorado Rapids,Chivas USA, Regular Season 2012,84',"Goal!  Colorado Rapids 3, Chivas USA 0. Jeff Larentowicz (Colorado Rapids) converts the penalty with a right footed shot to the centre of the goal.",Goal,Home,Colorado Rapids,Jeff Larentowicz,Dan Kennedy,10969,01:00,"Saturday, April 28",2012.0
336152.0,Chivas USA,Chicago Fire FC, Regular Season 2012,23',"Goal!  Chivas USA 1, Chicago Fire 0. Juan Pablo Angel (Chivas USA) converts the penalty with a right footed shot to the bottom left corner.",Goal,Home,Chivas USA,Juan Pablo Angel,Sean Johnson,14652,03:00,"Friday, May 4",2012.0
336158.0,Sporting Kansas City,Montreal Impact, Regular Season 2012,64',Penalty conceded by Aurélien Collin (Sporting Kansas City) after a foul in the penalty area.,Goal,Away,Montreal Impact,Aurelien Collin,Jimmy Nielsen,20404,00:30,"Saturday, May 5",2012.0
336168.0,Chicago Fire FC,Sporting Kansas City, Regular Season 2012,61',Penalty conceded by Aurélien Collin (Sporting Kansas City) after a foul in the penalty area.,Goal,Home,Chicago Fire FC,Aurelien Collin,Jimmy Nielsen,14159,00:30,"Saturday, May 12",2012.0
336175.0,Montreal Impact,New York Red Bulls, Regular Season 2012,22',"Goal!  Montreal Impact 1, New York Red Bulls 0. Bernardo Corradi (Montreal Impact) converts the penalty with a right footed shot to the bottom left corner.",Goal,Home,Montreal Impact,Bernardo Corradi,Ryan Meara,20373,23:30,"Saturday, May 19",2012.0
336175.0,Montreal Impact,New York Red Bulls, Regular Season 2012,37',"Goal!  Montreal Impact 1, New York Red Bulls 1. Kenny Cooper (New York Red Bulls) converts the penalty with a right footed shot to the top right corner.",Goal,Away,New York Red Bulls,Kenny Cooper,Donovan Ricketts,20373,23:30,"Saturday, May 19",2012.0
336177.0,New England Revolution,Houston Dynamo, Regular Season 2012,26',"Goal!  New England Revolution 1, Houston Dynamo 0. Saer Sene (New England Revolution) converts the penalty with a left footed shot to the bottom right corner.",Goal,Home,New England Revolution,Saer Sene,Tally Hall,16414,23:30,"Saturday, May 19",2012.0
336180.0,Chivas USA,LA Galaxy, Regular Season 2012,72',David Junior Lopes (LA Galaxy) is shown the red card for hand ball.,Goal,Home,Chivas USA,David Junior Lopes,Brian Perk,18800,02:30,"Saturday, May 19",2012.0
336192.0,Colorado Rapids,Montreal Impact, Regular Season 2012,18',"Goal!  Colorado Rapids 1, Montreal Impact 1. Jeff Larentowicz (Colorado Rapids) converts the penalty with a right footed shot to the bottom left corner.",Goal,Home,Colorado Rapids,Jeff Larentowicz,Donovan Ricketts,17877,01:00,"Saturday, May 26",2012.0
336316.0,Columbus Crew SC,New England Revolution, Regular Season 2012,81',Penalty conceded by Julius James (Columbus Crew) after a foul in the penalty area.,Goal,Away,New England Revolution,Julius James,Andy Gruenebaum,13651,23:30,"Saturday, August 25",2012.0
336255.0,Portland Timbers,LA Galaxy, Regular Season 2012,27',"Goal!  Portland Timbers 1, Los Angeles Galaxy 3. Landon Donovan (Los Angeles Galaxy) converts the penalty with a right footed shot to the centre of the goal.",Goal,Away,LA Galaxy,Landon Donovan,Troy Perkins,20438,03:00,"Saturday, July 14",2012.0
336354.0,Philadelphia Union,Houston Dynamo, Regular Season 2012,50',"Corner,  Philadelphia Union. Conceded by Oscar Boniek García.",Goal,Home,Philadelphia Union,Boniek Garcia,Tally Hall,17666,20:00,"Sunday, September 23",2012.0
336319.0,Chivas USA,Seattle Sounders FC, Regular Season 2012,38',Penalty conceded by Adam Johansson (Seattle Sounders FC) after a foul in the penalty area.,Goal,Home,Chivas USA,Adam Johansson,Michael Gspurning,11973,02:30,"Saturday, August 25",2012.0
336334.0,Houston Dynamo,Real Salt Lake, Regular Season 2012,90'+4',Penalty Houston Dynamo. Macoumba Kandji draws a foul in the penalty area.,Goal,Home,Houston Dynamo,Macoumba Kandji,Nick Rimando,18452,00:30,"Thursday, September 6",2012.0
336363.0,Portland Timbers,DC United, Regular Season 2012,60',Penalty conceded by David Horst (Portland Timbers) with a hand ball in the penalty area.,Goal,Away,DC United,David Horst,Joe Bendik,20438,02:30,"Saturday, September 29",2012.0
336374.0,Colorado Rapids,San Jose Earthquakes, Regular Season 2012,90'+2',"Goal!  Colorado Rapids 1, San Jose Earthquakes 4. Andre Akpan (Colorado Rapids) converts the penalty with a right footed shot to the top right corner.",Goal,Home,Colorado Rapids,Andre Akpan,Jon Busch,15232,01:00,"Saturday, October 6",2012.0
336343.0,Chivas USA,San Jose Earthquakes, Regular Season 2012,40',Shalrie Joseph (Chivas USA) is shown the yellow card.,Goal,Away,San Jose Earthquakes,Shalrie Joseph,Dan Kennedy,11317,02:30,"Saturday, September 15",2012.0
359495.0,Sporting Kansas City,Columbus Crew SC, Regular Season 2013,7',"Goal!  Sporting Kansas City 1, Columbus Crew 0. Claudio Bieler (Sporting Kansas City) converts the penalty with a right footed shot to the bottom right corner.",Goal,Home,Sporting Kansas City,Claudio Bieler,Matt Lampson,19211,00:30,"Saturday, September 7",2013.0
359477.0,Montreal Impact,Vancouver Whitecaps, Regular Season 2013,7',"Goal!  Montreal Impact 0, Vancouver Whitecaps 1. Kenny Miller (Vancouver Whitecaps) converts the penalty with a right footed shot to the bottom left corner.",Goal,Away,Vancouver Whitecaps,Kenny Miller,Troy Perkins,20006,18:00,"Saturday, September 21",2013.0
359473.0,Houston Dynamo,Chivas USA, Regular Season 2013,90'+1',Attempt blocked. Oscar Boniek García (Houston Dynamo) right footed shot from very close range is blocked. Assisted by Warren Creavalle.,Goal,Home,Houston Dynamo,Boniek Garcia,Dan Kennedy,20157,00:30,"Saturday, September 21",2013.0
359462.0,Seattle Sounders FC,New York Red Bulls, Regular Season 2013,45',"Goal!  Seattle Sounders FC 1, New York Red Bulls 0. Brad Evans (Seattle Sounders FC) converts the penalty with a right footed shot to the bottom right corner.",Goal,Home,Seattle Sounders FC,Brad Evans,Luis Robles,39083,01:00,"Sunday, September 29",2013.0
359458.0,New York Red Bulls,New England Revolution, Regular Season 2013,85',Lee Nguyen (New England Revolution) wins a free kick in the attacking half.,Goal,Away,New England Revolution,Lee Nguyen,Luis Robles,25219,23:00,"Saturday, October 5",2013.0
359497.0,New England Revolution,Montreal Impact, Regular Season 2013,8',"Goal!  New England Revolution 0, Montreal Impact 1. Patrice Bernier (Montreal Impact) converts the penalty with a right footed shot to the bottom left corner.",Goal,Away,Montreal Impact,Patrice Bernier,Matt Reis,9165,23:30,"Sunday, September 8",2013.0
359446.0,FC Dallas,Chicago Fire FC, Regular Season 2013,75',Penalty conceded by Gonzalo Segares (Chicago Fire) after a foul in the penalty area.,Goal,Home,FC Dallas,Gonzalo Segares,Sean Johnson,14087,00:30,"Saturday, October 12",2013.0
359442.0,Colorado Rapids,Vancouver Whitecaps, Regular Season 2013,75',Penalty conceded by Shane O'Neill (Colorado Rapids) after a foul in the penalty area.,Goal,Away,Vancouver Whitecaps,Shane O'Neill,Clint Irwin,18103,22:00,"Saturday, October 19",2013.0
359442.0,Colorado Rapids,Vancouver Whitecaps, Regular Season 2013,41',"Goal!  Colorado Rapids 1, Vancouver Whitecaps 1. Gabriel Torres (Colorado Rapids) converts the penalty with a right footed shot to the bottom right corner.",Goal,Home,Colorado Rapids,Gabriel Torres,David Ousted,18103,22:00,"Saturday, October 19",2013.0
359440.0,New England Revolution,Columbus Crew SC, Regular Season 2013,69',"Goal!  New England Revolution 2, Columbus Crew 1. Chris Tierney (New England Revolution) converts the penalty with a left footed shot to the bottom left corner.",Goal,Home,New England Revolution,Chris Tierney,Matt Lampson,26548,23:30,"Saturday, October 19",2013.0
359439.0,Chicago Fire FC,Toronto FC, Regular Season 2013,64',Attempt blocked. Mike Magee (Chicago Fire) right footed shot from outside the box is blocked.,Goal,Home,Chicago Fire FC,Mike Magee,Stefan Frei,19889,00:30,"Saturday, October 19",2013.0
359606.0,Chicago Fire FC,Colorado Rapids, Regular Season 2013,23',"Goal!  Chicago Fire 1, Colorado Rapids 1. Mike Magee (Chicago Fire) converts the penalty with a right footed shot to the high centre of the goal.",Goal,Home,Chicago Fire FC,Mike Magee,Clint Irwin,11349,00:30,"Wednesday, June 19",2013.0
359430.0,DC United,Houston Dynamo, Regular Season 2013,11',"Goal!  D.C. United 0, Houston Dynamo 1. Oscar Boniek García (Houston Dynamo) converts the penalty with a right footed shot to the bottom right corner.",Goal,Away,Houston Dynamo,Boniek Garcia,Bill Hamid,13731,17:30,"Sunday, October 27",2013.0
359497.0,New England Revolution,Montreal Impact, Regular Season 2013,33',"Goal!  New England Revolution 1, Montreal Impact 2. Patrice Bernier (Montreal Impact) converts the penalty with a right footed shot to the centre of the goal.",Goal,Away,Montreal Impact,Patrice Bernier,Matt Reis,9165,23:30,"Sunday, September 8",2013.0
359612.0,DC United,Toronto FC, Regular Season 2013,19',"Goal!  D.C. United 1, Toronto FC 0. Dwayne De Rosario (D.C. United) converts the penalty with a right footed shot to the bottom left corner.",Goal,Home,DC United,Dwayne De Rosario,Joe Bendik,13846,23:00,"Saturday, June 15",2013.0
359746.0,Houston Dynamo,DC United, Regular Season 2013,40',"Penalty saved! Brad Davis (Houston Dynamo) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom left corner.",Goalkeeper save,Home,Houston Dynamo,Brad Davis,Bill Hamid,20019,01:00,"Saturday, March 2",2013.0
359465.0,Chicago Fire FC,Montreal Impact, Regular Season 2013,79',"Penalty missed! Still  Chicago Fire 2, Montreal Impact 1. Mike Magee (Chicago Fire) hits the bar with a right footed shot.",Missed,Away,Montreal Impact,Mike Magee,Sean Johnson,18173,00:30,"Saturday, September 28",2013.0
359475.0,New England Revolution,DC United, Regular Season 2013,58',"Penalty saved! Lee Nguyen (New England Revolution) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",Goalkeeper save,Home,New England Revolution,Lee Nguyen,Bill Hamid,19187,23:30,"Saturday, September 21",2013.0
359494.0,Seattle Sounders FC,Chicago Fire FC, Regular Season 2013,30',"Penalty saved! Osvaldo Alonso (Seattle Sounders FC) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom left corner.",Goalkeeper save,Home,Seattle Sounders FC,Osvaldo Alonso,Sean Johnson,38503,02:00,"Saturday, September 7",2013.0
